work_id,pid,pillar,domain,module,title,objective,outputs,dependencies,risk,model_routing,verification,escalation
EMAIL-MATTFILI-FILIENGI-TUW-003,P7,Email Vault,Matter Filing,Filing Engine,matter recommendation by participant domain 구현,matter recommendation by participant domain 구현을/를 구현하여 Filing Engine capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
EMAIL-MATTFILI-FILIENGI-TUW-004,P7,Email Vault,Matter Filing,Filing Engine,email filing audit 구현,email filing audit 구현을/를 구현하여 Filing Engine capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
EMAIL-MATTFILI-FILIENGI-TUW-005,P7,Email Vault,Matter Filing,Filing Engine,email timeline item 생성,email timeline item 생성을/를 구현하여 Filing Engine capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
EMAIL-EMAISECU-EMAIDLP-TUW-001,P7,Email Vault,Email Security,Email DLP,external recipient warning 구현,external recipient warning 구현을/를 구현하여 Email DLP capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
EMAIL-EMAISECU-EMAIDLP-TUW-002,P7,Email Vault,Email Security,Email DLP,attachment DLP scan hook 구현,attachment DLP scan hook 구현을/를 구현하여 Email DLP capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
EMAIL-EMAISECU-EMAIDLP-TUW-003,P7,Email Vault,Email Security,Email DLP,privilege tag suggestion 구현,privilege tag suggestion 구현을/를 구현하여 Email DLP capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
EMAIL-EMAISECU-EMAIDLP-TUW-004,P7,Email Vault,Email Security,Email DLP,wrong matter filing warning skeleton 구현,wrong matter filing warning skeleton 구현을/를 구현하여 Email DLP capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIPOLI-POLIEVAL-TUW-001,P8,AI Knowledge Layer,AI Policy,Policy Evaluator,Matter.aiPolicy enum 구현,Matter.aiPolicy enum 구현을/를 구현하여 Policy Evaluator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIPOLI-POLIEVAL-TUW-002,P8,AI Knowledge Layer,AI Policy,Policy Evaluator,Document.aiAllowed field 구현,Document.aiAllowed field 구현을/를 구현하여 Policy Evaluator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIPOLI-POLIEVAL-TUW-003,P8,AI Knowledge Layer,AI Policy,Policy Evaluator,AI policy evaluator 구현,AI policy evaluator 구현을/를 구현하여 Policy Evaluator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIPOLI-POLIEVAL-TUW-004,P8,AI Knowledge Layer,AI Policy,Policy Evaluator,AI blocked response 표준화,AI blocked response 표준화을/를 구현하여 Policy Evaluator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIPOLI-POLIEVAL-TUW-005,P8,AI Knowledge Layer,AI Policy,Policy Evaluator,model access policy table 구현,model access policy table 구현을/를 구현하여 Policy Evaluator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIRETR-RETRORCH-TUW-001,P8,AI Knowledge Layer,AI Retrieval,Retrieval Orchestrator,question type classifier 구현,question type classifier 구현을/를 구현하여 Retrieval Orchestrator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIRETR-RETRORCH-TUW-002,P8,AI Knowledge Layer,AI Retrieval,Retrieval Orchestrator,metadata filter builder 구현,metadata filter builder 구현을/를 구현하여 Retrieval Orchestrator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIRETR-RETRORCH-TUW-003,P8,AI Knowledge Layer,AI Retrieval,Retrieval Orchestrator,hybrid retrieval orchestrator skeleton,hybrid retrieval orchestrator skeleton을/를 구현하여 Retrieval Orchestrator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIRETR-RETRORCH-TUW-004,P8,AI Knowledge Layer,AI Retrieval,Retrieval Orchestrator,permission-bound retrieval filter 구현,permission-bound retrieval filter 구현을/를 구현하여 Retrieval Orchestrator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIRETR-RETRORCH-TUW-005,P8,AI Knowledge Layer,AI Retrieval,Retrieval Orchestrator,redaction preprocessor hook 구현,redaction preprocessor hook 구현을/를 구현하여 Retrieval Orchestrator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIRETR-RETRORCH-TUW-006,P8,AI Knowledge Layer,AI Retrieval,Retrieval Orchestrator,retrieval reranker interface 구현,retrieval reranker interface 구현을/를 구현하여 Retrieval Orchestrator capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AICONT-CHUNEVID-TUW-001,P8,AI Knowledge Layer,AI Context,Chunk Evidence,parent-child chunk builder 구현,parent-child chunk builder 구현을/를 구현하여 Chunk Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AICONT-CHUNEVID-TUW-002,P8,AI Knowledge Layer,AI Context,Chunk Evidence,chunk provenance schema 구현,chunk provenance schema 구현을/를 구현하여 Chunk Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AICONT-CHUNEVID-TUW-003,P8,AI Knowledge Layer,AI Context,Chunk Evidence,context ranker 구현,context ranker 구현을/를 구현하여 Chunk Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AICONT-CHUNEVID-TUW-004,P8,AI Knowledge Layer,AI Context,Chunk Evidence,context window manager 구현,context window manager 구현을/를 구현하여 Chunk Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AICONT-CHUNEVID-TUW-005,P8,AI Knowledge Layer,AI Context,Chunk Evidence,Evidence Pack schema 구현,Evidence Pack schema 구현을/를 구현하여 Chunk Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AICONT-CHUNEVID-TUW-006,P8,AI Knowledge Layer,AI Context,Chunk Evidence,Evidence Pack builder 구현,Evidence Pack builder 구현을/를 구현하여 Chunk Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AISESS-SESSLOGG-TUW-001,P8,AI Knowledge Layer,AI Session,Session Logger,AISession schema 구현,AISession schema 구현을/를 구현하여 Session Logger capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AISESS-SESSLOGG-TUW-002,P8,AI Knowledge Layer,AI Session,Session Logger,prompt hash 저장,prompt hash 저장을/를 구현하여 Session Logger capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AISESS-SESSLOGG-TUW-003,P8,AI Knowledge Layer,AI Session,Session Logger,response hash 저장,response hash 저장을/를 구현하여 Session Logger capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AISESS-SESSLOGG-TUW-004,P8,AI Knowledge Layer,AI Session,Session Logger,retrieved chunk log 저장,retrieved chunk log 저장을/를 구현하여 Session Logger capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AISESS-SESSLOGG-TUW-005,P8,AI Knowledge Layer,AI Session,Session Logger,AI session detail API 구현,AI session detail API 구현을/를 구현하여 Session Logger capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-CITA-CITAMAPP-TUW-001,P8,AI Knowledge Layer,Citation,Citation Mapper,citation object schema 구현,citation object schema 구현을/를 구현하여 Citation Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-CITA-CITAMAPP-TUW-002,P8,AI Knowledge Layer,Citation,Citation Mapper,chunk-to-source mapper 구현,chunk-to-source mapper 구현을/를 구현하여 Citation Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-CITA-CITAMAPP-TUW-003,P8,AI Knowledge Layer,Citation,Citation Mapper,citedDocumentIds 저장,citedDocumentIds 저장을/를 구현하여 Citation Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-CITA-CITAMAPP-TUW-004,P8,AI Knowledge Layer,Citation,Citation Mapper,source panel API 구현,source panel API 구현을/를 구현하여 Citation Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-CITA-CITAMAPP-TUW-005,P8,AI Knowledge Layer,Citation,Citation Mapper,citation verification warning 구현,citation verification warning 구현을/를 구현하여 Citation Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIFEAT-SUMM-TUW-001,P8,AI Knowledge Layer,AI Features,Summaries,document summary prompt template 작성,document summary prompt template 작성을/를 구현하여 Summaries capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIFEAT-SUMM-TUW-002,P8,AI Knowledge Layer,AI Features,Summaries,matter summary prompt template 작성,matter summary prompt template 작성을/를 구현하여 Summaries capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIFEAT-SUMM-TUW-003,P8,AI Knowledge Layer,AI Features,Summaries,email thread summary template 작성,email thread summary template 작성을/를 구현하여 Summaries capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIFEAT-SUMM-TUW-004,P8,AI Knowledge Layer,AI Features,Summaries,clause analysis template 작성,clause analysis template 작성을/를 구현하여 Summaries capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-AIFEAT-SUMM-TUW-005,P8,AI Knowledge Layer,AI Features,Summaries,risk extraction template 작성,risk extraction template 작성을/를 구현하여 Summaries capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-MODEROUT-RISKROUT-TUW-001,P8,AI Knowledge Layer,Model Routing,Risk Router,model tier enum 구현,model tier enum 구현을/를 구현하여 Risk Router capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-MODEROUT-RISKROUT-TUW-002,P8,AI Knowledge Layer,Model Routing,Risk Router,task risk classifier 구현,task risk classifier 구현을/를 구현하여 Risk Router capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-MODEROUT-RISKROUT-TUW-003,P8,AI Knowledge Layer,Model Routing,Risk Router,local Gemma route 구현,local Gemma route 구현을/를 구현하여 Risk Router capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-MODEROUT-RISKROUT-TUW-004,P8,AI Knowledge Layer,Model Routing,Risk Router,external model approval hook 구현,external model approval hook 구현을/를 구현하여 Risk Router capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
AI-MODEROUT-RISKROUT-TUW-005,P8,AI Knowledge Layer,Model Routing,Risk Router,escalation flag 구현,escalation flag 구현을/를 구현하여 Risk Router capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-GRAPSCHE-NODEEDGETA-TUW-001,P9,Legal Knowledge Graph,Graph Schema,Node Edge Taxonomy,graph node taxonomy 작성,graph node taxonomy 작성을/를 구현하여 Node Edge Taxonomy capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-GRAPSCHE-NODEEDGETA-TUW-002,P9,Legal Knowledge Graph,Graph Schema,Node Edge Taxonomy,graph edge taxonomy 작성,graph edge taxonomy 작성을/를 구현하여 Node Edge Taxonomy capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-GRAPSCHE-NODEEDGETA-TUW-003,P9,Legal Knowledge Graph,Graph Schema,Node Edge Taxonomy,graph permission model 설계,graph permission model 설계을/를 구현하여 Node Edge Taxonomy capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-GRAPSCHE-NODEEDGETA-TUW-004,P9,Legal Knowledge Graph,Graph Schema,Node Edge Taxonomy,graph schema migration 작성,graph schema migration 작성을/를 구현하여 Node Edge Taxonomy capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-NODEMAPP-NODEMAPP-TUW-001,P9,Legal Knowledge Graph,Node Mapping,Node Mapper,Client node mapper 구현,Client node mapper 구현을/를 구현하여 Node Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-NODEMAPP-NODEMAPP-TUW-002,P9,Legal Knowledge Graph,Node Mapping,Node Mapper,Matter node mapper 구현,Matter node mapper 구현을/를 구현하여 Node Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-NODEMAPP-NODEMAPP-TUW-003,P9,Legal Knowledge Graph,Node Mapping,Node Mapper,Document node mapper 구현,Document node mapper 구현을/를 구현하여 Node Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-NODEMAPP-NODEMAPP-TUW-004,P9,Legal Knowledge Graph,Node Mapping,Node Mapper,Clause node mapper 구현,Clause node mapper 구현을/를 구현하여 Node Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-NODEMAPP-NODEMAPP-TUW-005,P9,Legal Knowledge Graph,Node Mapping,Node Mapper,Issue node mapper 구현,Issue node mapper 구현을/를 구현하여 Node Mapper capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-EDGEBUIL-EDGEBUIL-TUW-001,P9,Legal Knowledge Graph,Edge Building,Edge Builder,Client-HAS_MATTER edge 생성,Client-HAS_MATTER edge 생성을/를 구현하여 Edge Builder capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
GRAPH-EDGEBUIL-EDGEBUIL-TUW-002,P9,Legal Knowledge Graph,Edge Building,Edge Builder,Matter-CONTAINS_DOCUMENT edge 생성,Matter-CONTAINS_DOCUMENT edge 생성을/를 구현하여 Edge Builder capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
